id,name,categories,latitude,longitude,address,zip_code,price,rating,review_count,url,walk_score,first_review_date
3AGDyk6AdnCAxY8Am2XqAw,Golden Tiger,comfortfood sandwiches ,30.26037,-97.73848,90 Rainey St,78701,,5,23,https://www.yelp.com/biz/golden-tiger-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,90,"4/13/2018"
n7qBU0UHM5wdaZU59AGU7g,Monk's Momo,himalayan ,30.2584,-97.73859,75 Rainey St,78701,$,4.5,18,https://www.yelp.com/biz/monks-momo-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,82,11/5/2017
T75xVfaKzMF1HDWhkc2Ndw,Hot Mess,bbq burgers ,30.26212,-97.72452,1701 E 6th St,78702,$,4.5,102,https://www.yelp.com/biz/hot-mess-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,88,6/1/2015
WU405iLje8cPyYwL1BFfeg,Abo Youssef,mediterranean ,30.283955,-97.719837,2101 Manor Rd,78722,$,4.5,334,https://www.yelp.com/biz/abo-youssef-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,79,10/10/2015
kJCTyUI0zT8rqv3qaxYuiA,Tacos El Charly,tacos ,30.3618917,-97.6978606,9306 N Lamar Blvd,78753,,4,3,https://www.yelp.com/biz/tacos-el-charly-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,76,7/21/2018
AB2u0pP9U4Y1WfmKG4peJQ,Parisian Crepes,creperies shavedice ,30.22090195,-97.82656755,6218 Brodie Ln,78745,$,5,34,https://www.yelp.com/biz/parisian-crepes-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,39,5/27/2017
5OAi35OianJzCnIsL8aOFQ,Veracruz All Natural,mexican ,30.25793,-97.72603,1704 E Cesar Chavez St,78702,$,4.5,630,https://www.yelp.com/biz/veracruz-all-natural-austin-6?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,87,6/16/2010
DxPyYqvyatW9Eg1v7-hn8w,The Happy Lobster Truck,seafood ,30.27072906,-97.7432251,,78701,$$,4.5,59,https://www.yelp.com/biz/the-happy-lobster-truck-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,99,7/19/2017
2SbmgX5eHK4EMaIJmO1qbw,Song La,taiwanese ,30.286232,-97.742502,411 W 23rd St,78705,$,4.5,116,https://www.yelp.com/biz/song-la-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,94,8/16/2015
kqeblz37dvpiwy7-l9VfXA,Ceviche7,peruvian sandwiches ,30.29634,-97.74139,502 W 30th St,78705,$,5,217,https://www.yelp.com/biz/ceviche7-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,88,11/15/2015
wB1qckz9iC0aq5XuWRmCIA,Jewboy Burgers,burgers ,30.32127043,-97.73948009,5000 Burnet,78756,$$,5,153,https://www.yelp.com/biz/jewboy-burgers-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,84,10/25/2016
QjyayEDmjg96su-eIflgLw,Brendas All Natural,mexican ,30.25168595,-97.70294868,3613 E Cesar Chavez St,78702,,5,2,https://www.yelp.com/biz/brendas-all-natural-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,51,8/10/2018
MM8QXW6JjW_tqxki0NnlXQ,Luke's Inside Out,sandwiches breakfast_brunch ,30.25502,-97.76177,1109 S Lamar Blvd,78704,$$,4.5,296,https://www.yelp.com/biz/lukes-inside-out-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,85,3/10/2011
7SblTRJY2unu553HwbC2qA,Glory Hole Hot Dogs,hotdog ,30.25922,-97.73889,80 Rainey St,78701,,4.5,35,https://www.yelp.com/biz/glory-hole-hot-dogs-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,82,11/8/2017
Z2i3xGhaf3mQ1TrWAhlvFg,Dave's Tacos,tacos ,30.15364,-97.83376,11444 Manchaca Rd,78748,,5,7,https://www.yelp.com/biz/daves-tacos-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,47,8/11/2018
quYKDW8nqdrCiO73W3N2zA,SAvery,unknown,30.38288399,-97.74365172,,78759,$$,4,34,https://www.yelp.com/biz/savery-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,41,4/17/2015
lkAE1w_IGWy8szpUtKXSdA,Chef Hong Food Trailer,chinese ,30.28793,-97.74731,907 W 24th St,78705,,5,14,https://www.yelp.com/biz/chef-hong-food-trailer-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,87,3/13/2018
EPkf96UcG2W3ttlQphWUGQ,la Barbecue,bbq sandwiches ,30.2561254,-97.7223386,2027 E Cesar Chavez St,78702,$$,4.5,1860,https://www.yelp.com/biz/la-barbecue-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,82,11/8/2012
McYWJIorYqqwtvWmM3CdLA,5000 Burnet,unknown,30.32118,-97.7395,5000 Burnet Rd,78756,$,4,13,https://www.yelp.com/biz/5000-burnet-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,84,4/5/2016
04cH5lpbd8rnpnA7DSn91A,Whitfield's BBQ,bbq ,30.19387,-97.84268,9001 Brodie Ln,78748,,4.5,35,https://www.yelp.com/biz/whitfields-bbq-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,43,5/25/2018
xcFRb6yKlvWQnswYlkFgtQ,Kimchi Jon's,korean ,30.2620446,-97.7245698,1701 E 6th St,78702,,5,2,https://www.yelp.com/biz/kimchi-jons-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,88,8/24/2018
XOBPdBAcsFmlogRZA1g8Zg,El Fogón de Geña,puertorican ,30.42538153,-97.67185975,1307 S Ih 35 West Howard Ln,78753,$,4.5,19,https://www.yelp.com/biz/el-fog%C3%B3n-de-ge%C3%B1a-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,50,3/11/2017
JhrmKjOy9ZrJGhtrzeGIjg,Winston's Kitchen,caribbean ,30.21861,-97.76579,4329 S Congress Ave,78745,,5,12,https://www.yelp.com/biz/winstons-kitchen-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,66,8/24/2013
Oc3yk8qaC8U3XR2eQE1m_A,Four Brothers,venezuelan ,30.2641,-97.76237,1720 Barton Springs Rd,78704,$,4.5,110,https://www.yelp.com/biz/four-brothers-austin-9?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,69,2/15/2015
puse310xumoKI0WMHNXnRA,T-Loc's Sonora Hot Dogs,hotdog tacos ,30.3211689,-97.7395055,5000 Burnet Rd,78756,$,5,324,https://www.yelp.com/biz/t-locs-sonora-hot-dogs-austin-4?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,84,4/8/2014
OVN4MtGEy_H37kXOvcRmRg,Belly Up,salad sandwiches ,30.2608476,-97.7382623,96 Rainy St,78701,$,4.5,66,https://www.yelp.com/biz/belly-up-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,90,12/30/2014
PwhHWY_spQxb1vGsjGhjbA,All My Ex's,sandwiches newamerican ,30.29154,-97.74146,2610 Guadalupe St,78705,$,5,11,https://www.yelp.com/biz/all-my-exs-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,88,4/25/2017
rFxbs-NdlmIbHlbfowC-PQ,Insennity,chinese creperies ,30.2861986,-97.7425615,411 W 23rd St,78705,,5,21,https://www.yelp.com/biz/insennity-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,94,4/25/2018
Jwxy5QVBtKnDZ7ks6GwFBg,Louie's,bbq ,30.218606,-97.76579,4329 South Congress Ave,78745,$,5,35,https://www.yelp.com/biz/louies-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,66,4/18/2017
Qt92iz7b_3v_0BDGT0TLSA,Churro Co,desserts ,30.24602,-97.75695,1906 South 1st St,78704,$,4.5,272,https://www.yelp.com/biz/churro-co-austin-6?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,88,9/17/2014
qzvOcD8ft4f4yriejX8Zvw,Chi-Chi's Food Truck,hotdogs burgers ,30.26116125,-97.71376524,2410 E 7th St,78702,$$,5,15,https://www.yelp.com/biz/chi-chis-food-truck-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,89,3/23/2018
hT8ihPNLAasb5RIkUVcW0w,East Side King,asianfusion ,30.2626674,-97.7251338,1618 1/2 E 6th S,78702,$,4,522,https://www.yelp.com/biz/east-side-king-austin-15?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,88,1/3/2010
t3xTfY5ABj6FJWtRYKtwpw,Espadas de Brazil,brazilian sandwiches ,30.29051,-97.74464,2512 Rio Grande St,78705,$$,5,34,https://www.yelp.com/biz/espadas-de-brazil-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,87,7/15/2017
X5gSjjYP4bgIUHTIVzOt1A,Sabor Tapatio,tacos ,30.20461,-97.77531,5604 S Congress Ave,78745,$,5,14,https://www.yelp.com/biz/sabor-tapatio-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,62,4/4/2018
TqIa65mfKcbZA-a_Q2TJjA,Pizza On Point,pizza ,30.286232,-97.742502,411 W 23rd St,78705,$,4.5,17,https://www.yelp.com/biz/pizza-on-point-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,94,4/30/2018
RvJzNNcQNimyeBmmOLSSJQ,Madras Dhaba,indpak ,30.38983,-97.89069,4610 Ranch Rd 620 N,78732,$,4.5,55,https://www.yelp.com/biz/madras-dhaba-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,30,9/16/2017
SIIzjxEP8-SMxVQPp8qPBQ,The Peached Tortilla,asianfusion ,30.32521248,-97.73834229,,78756,$,4,274,https://www.yelp.com/biz/the-peached-tortilla-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,71,9/24/2010
7SoyMCOiM2hiAJ_RRzIJSA,Top Taco,catering tacos ,30.4438093,-97.8324636,10505 Ranch Rd 620 N,78726,$,5,105,https://www.yelp.com/biz/top-taco-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,20,7/19/2016
tZfQ_H2Gx96pLhMvNcUMOw,Artessano,colombian juicebars ,30.26392555,-97.72989655,1211 E 6th St,78702,$,4.5,67,https://www.yelp.com/biz/artessano-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,90,8/11/2015
OZgWsP7363rzGUad1c9HHw,The B's Kitchen -Vietnamese & Asian Cuisine,vietnamese asianfusion ,30.32126238,-97.73990453,5000 Burnet Rd,78756,$,5,75,https://www.yelp.com/biz/the-bs-kitchen-vietnamese-and-asian-cuisine-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,84,2/19/2016
VTY5yHEbqIMHabccKb_UDg,Co-op Food Court,unknown,30.286238,-97.742509,411 W 23rd,78705,$,4.5,6,https://www.yelp.com/biz/co-op-food-court-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,94,9/13/2013
Wr7CfGPJvvHcVzkypF1YvQ,Pinch,asianfusion ,30.28767804,-97.74273167,518 W 24th St,78705,$,4.5,67,https://www.yelp.com/biz/pinch-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,93,1/23/2017
